id,neighborhood,host_since,superhost,host_acceptance_rate,host_total_listings,room_type,accommodates,bathrooms,bedrooms,beds,price,min_nights
1641,Shaw,1/30/2016,T,1,2,Entire home/apt,4,1 bath,1,2,188,2
1645,Dupont Circle,5/6/2018,T,1,4,Entire home/apt,4,1 bath,1,1,141,2
1646,Capitol Hill,11/14/2019,F,0.99,3,Shared room,1,1 shared bath,,6,66,1
1648,Union Station,1/3/2017,F,1,4,Entire home/apt,6,2.5 baths,3,2,255,3
1652,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,3,302,2
1653,Union Station,7/7/2014,T,0.99,2,Entire home/apt,4,1.5 baths,2,3,269,2
1654,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,142,31
1655,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,142,28
1656,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,288,31
1657,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,1 bath,2,3,180,28
1658,Capitol Hill,1/6/2016,T,1,18,Entire home/apt,4,1 bath,1,2,130,31
1659,Capitol Hill,1/6/2016,T,1,18,Entire home/apt,2,1 bath,1,1,132,31
1660,Capitol Hill,5/5/2018,F,1,2,Entire home/apt,1,1 bath,,1,68,31
1662,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,119,12
1663,Shaw,9/12/2014,T,0.5,1,Entire home/apt,2,1 bath,1,1,118,60
1664,Capitol Hill,10/6/2020,T,1,1,Entire home/apt,6,1 bath,2,4,309,3
1665,Shaw,7/12/2018,F,,4,Entire home/apt,2,1 bath,1,3,190,1
1667,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,144,2
1669,Union Station,12/13/2012,T,0.97,2,Entire home/apt,6,1.5 baths,2,4,197,3
1670,Dupont Circle,12/31/2019,T,,1,Entire home/apt,3,1 bath,1,3,60,31
1673,Foggy Bottom,6/14/2019,F,,10,Private room,6,2.5 shared baths,2,4,750,31
1674,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,5,1 bath,1,5,189,1
1675,Union Station,10/20/2016,T,0.93,1,Entire home/apt,4,1 bath,1,1,134,3
1676,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,3,1 bath,,2,170,1
1677,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,3,1 bath,,2,161,1
1678,Capitol Hill,4/23/2019,T,0.99,8,Entire home/apt,5,1 bath,1,5,181,1
1679,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,85,31
1680,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,84,31
1682,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,2,129,31
1685,Union Station,9/2/2013,F,1,14,Entire home/apt,4,1 bath,1,1,137,2
1688,Union Station,10/2/2017,T,0.8,2,Entire home/apt,3,1 bath,1,2,105,31
1689,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,244,31
1690,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,4,1 bath,1,1,133,31
1691,Union Station,6/28/2011,T,0.92,1,Entire home/apt,2,1 bath,,2,135,2
1692,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,127,31
1694,Shaw,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,137,30
1695,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,103,31
1696,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,5,2 baths,2,3,147,31
1697,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,147,31
1698,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,1,3,98,31
1699,Shaw,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,289,30
1700,Shaw,10/28/2013,T,0.99,16,Entire home/apt,2,1 bath,1,1,109,31
1702,Capitol Hill,10/13/2014,T,0.97,6,Entire home/apt,4,1 bath,2,3,257,1
1703,Shaw,8/19/2014,F,,1,Entire home/apt,4,2.5 baths,2,2,420,3
1704,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,257,31
1705,Union Station,1/9/2014,F,0.33,2,Entire home/apt,8,3.5 baths,3,4,325,31
1707,Capitol Hill,10/13/2014,T,0.97,6,Entire home/apt,2,1 bath,,1,207,1
1708,Union Station,7/22/2013,F,0.24,221,Entire home/apt,4,2.5 baths,2,2,198,31
1709,Georgetown,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,,1,118,31
1710,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,2,97,31
1711,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,98,31
1712,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,101,31
1713,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,103,31
1715,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,5,1 bath,2,2,167,31
1716,Georgetown,11/7/2011,F,,1,Entire home/apt,4,1 bath,1,2,110,31
1717,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,125,31
1718,Foggy Bottom,7/22/2013,F,0.24,221,Entire home/apt,3,1 bath,1,1,101,31
1720,Capitol Hill,2/10/2016,T,1,1,Entire home/apt,5,1.5 baths,3,3,400,31
1721,Georgetown,4/6/2011,T,0.99,193,Entire home/apt,3,1 bath,1,2,157,1
1722,Dupont Circle,11/1/2015,F,0.17,3,Entire home/apt,4,1 bath,1,1,210,51
1724,Dupont Circle,3/14/2012,T,0.94,3,Entire home/apt,4,1 bath,1,2,109,31
1725,Capitol Hill,10/13/2014,T,0.97,6,Entire home/apt,6,1 bath,2,5,273,1
1726,Foggy Bottom,5/26/2012,F,0,2,Entire home/apt,2,1 bath,,1,65,90
1727,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,2.5 baths,2,2,263,31
1729,Union Station,4/18/2018,F,1,2,Entire home/apt,3,1 bath,1,1,100,2
1730,Union Station,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,87,31
1731,Dupont Circle,3/8/2016,F,,1,Entire home/apt,4,1.5 baths,1,2,95,31
1732,Capitol Hill,1/9/2013,T,0.97,2,Entire home/apt,2,1 bath,1,1,10,2
1733,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,183,31
1734,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,103,31
1735,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,240,31
1740,Capitol Hill,12/2/2020,F,0.75,1,Entire home/apt,6,2.5 baths,3,2,999,2
1741,Dupont Circle,2/27/2016,F,1,3,Entire home/apt,2,1 bath,,2,110,31
1742,Foggy Bottom,1/18/2019,F,,1,Entire home/apt,1,1 bath,,1,110,31
1744,Capitol Hill,4/24/2012,T,0.97,1,Entire home/apt,2,1 bath,1,1,131,3
1745,Dupont Circle,6/3/2017,T,0.98,7,Entire home/apt,2,1 bath,1,1,105,31
1747,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,185,2
1748,Union Station,3/24/2018,F,0.98,1,Entire home/apt,5,2.5 baths,2,2,229,2
1749,Union Station,4/27/2016,T,0.91,19,Entire home/apt,8,2 baths,2,4,253,2
1750,Union Station,4/27/2016,T,0.91,19,Entire home/apt,8,2 baths,2,4,284,2
1751,Union Station,11/23/2014,F,,2,Entire home/apt,8,3 baths,4,4,250,31
1754,Capitol Hill,5/14/2018,F,0.99,4,Entire home/apt,4,1 bath,2,3,203,2
1755,Capitol Hill,11/25/2020,F,,4,Entire home/apt,8,4 baths,4,4,350,31
1756,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,1,220,2
1757,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,127,31
1758,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,176,1
1759,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,2,285,31
1761,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,138,31
1762,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,106,31
1763,Shaw,4/22/2017,F,1,43,Entire home/apt,4,1 bath,1,2,200,1
1764,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,2,164,31
1766,Capitol Hill,10/17/2012,F,0.93,1,Entire home/apt,4,1 bath,1,2,129,2
1769,Capitol Hill,8/24/2015,T,1,1,Entire home/apt,4,1 bath,1,2,194,2
1770,Georgetown,2/10/2015,F,,1,Entire home/apt,4,1 bath,,2,198,365
1771,Georgetown,9/20/2014,T,1,16,Entire home/apt,5,1.5 baths,2,3,200,31
1772,Union Station,12/30/2020,F,0.96,1,Entire home/apt,6,2 baths,3,3,257,2
1773,Union Station,12/13/2012,T,0.97,2,Entire home/apt,4,1 bath,1,1,118,1
1775,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,178,31
1777,Foggy Bottom,3/30/2015,F,0.98,1025,Entire home/apt,3,1 bath,1,2,479,31
1778,Union Station,7/27/2014,F,0.83,3,Entire home/apt,8,3.5 baths,4,4,489,3
1779,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,4,1 bath,2,2,270,2
1780,Union Station,8/25/2017,T,1,1,Entire home/apt,8,3.5 baths,3,3,367,2
1781,Capitol Hill,3/10/2013,F,,1,Entire home/apt,3,1 bath,,1,118,31
1782,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1
1783,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1784,Dupont Circle,1/25/2021,F,0.97,1,Entire home/apt,2,1 bath,,2,140,2
1786,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1787,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1
1788,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1
1789,Dupont Circle,1/30/2021,T,1,8,Entire home/apt,2,1 bath,,1,89,31
1790,Shaw,1/30/2021,T,1,8,Entire home/apt,2,1 bath,,1,99,31
1791,Capitol Hill,3/29/2018,F,0.99,489,Entire home/apt,2,1 bath,1,1,125,31
1792,Georgetown,9/20/2014,T,1,16,Entire home/apt,2,1 bath,,1,109,1
1794,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,170,31
1796,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1
1797,Union Station,3/12/2017,F,1,1,Entire home/apt,6,2.5 baths,3,3,189,2
1798,Shaw,10/8/2014,T,0.97,1,Entire home/apt,2,1 bath,1,1,178,2
1800,Capitol Hill,1/27/2018,T,1,16,Entire home/apt,3,1 bath,1,2,228,31
1801,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1802,Union Station,2/17/2021,T,0.99,1,Entire home/apt,4,1 bath,1,2,175,2
1804,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,31
1805,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1807,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1809,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1
1810,Shaw,4/6/2018,F,0.83,11,Entire home/apt,6,2.5 baths,3,3,234,31
1811,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,218,30
1812,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,1,215,1
1813,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1
1814,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1
1815,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1816,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1818,Capitol Hill,2/27/2021,F,1,3,Entire home/apt,6,2.5 baths,3,5,321,31
1819,Foggy Bottom,9/4/2012,F,0.78,6,Entire home/apt,4,1 bath,,2,120,31
1820,Shaw,10/28/2013,T,0.99,16,Entire home/apt,10,3 baths,4,5,568,2
1821,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,153,1
1822,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,199,2
1823,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,150,2
1824,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1825,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1
1827,Union Station,1/12/2017,T,0.98,2,Entire home/apt,4,1 bath,1,2,163,3
1828,Union Station,3/3/2021,T,0.98,1,Entire home/apt,6,2 baths,3,3,260,2
1829,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1830,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1
1831,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,179,1
1832,Shaw,1/26/2021,F,1,41,Private room,4,1 private bath,,1,171,1
1833,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1834,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1835,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1836,Union Station,6/24/2012,T,0.99,2,Entire home/apt,2,1 bath,1,1,139,2
1838,Capitol Hill,8/6/2018,F,0.94,2,Entire home/apt,3,1 bath,1,1,91,31
1839,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1840,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1
1841,Foggy Bottom,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,2,1,201,31
1842,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,123,31
1843,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1846,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,2,1 bath,1,1,95,1
1847,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,3,1 bath,1,2,106,1
1848,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,3,1 bath,1,2,131,1
1849,Dupont Circle,3/11/2021,F,0.99,9,Entire home/apt,3,1 bath,1,2,109,1
1850,Union Station,5/18/2009,F,0.99,164,Entire home/apt,4,1.5 baths,2,2,146,31
1851,Capitol Hill,3/15/2021,F,1,1,Entire home/apt,4,1 bath,1,4,202,2
1852,Union Station,12/15/2014,T,0.99,1,Entire home/apt,4,1 bath,2,2,295,2
1853,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,85,31
1854,Union Station,4/23/2019,T,0.99,8,Entire home/apt,2,1 bath,1,2,110,31
1855,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,82,31
1856,Union Station,4/23/2019,T,0.99,8,Entire home/apt,4,1 bath,2,4,110,31
1857,Union Station,4/23/2019,T,0.99,8,Entire home/apt,4,1 bath,2,2,110,31
1858,Union Station,4/23/2019,T,0.99,8,Entire home/apt,4,1 bath,2,4,145,31
1860,Dupont Circle,3/11/2021,F,0.99,7,Private room,3,1 private bath,,1,320,1
1861,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1862,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1
1863,Shaw,1/26/2021,F,1,41,Private room,5,1 private bath,,2,171,1
1864,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1
1865,Shaw,1/26/2021,F,1,41,Private room,3,1 shared bath,,2,171,1
1866,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1
1868,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,192,30
1870,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,138,31
1871,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1
1872,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1
1873,Union Station,7/26/2014,T,,1,Entire home/apt,2,1 bath,1,1,141,2
1874,Georgetown,9/7/2014,F,1,2,Entire home/apt,1,1 bath,1,1,60,31
1875,Dupont Circle,1/30/2021,T,1,8,Entire home/apt,6,2 baths,3,4,349,1
1877,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1
1878,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1
1879,Dupont Circle,7/29/2015,F,0.99,339,Private room,2,1 private bath,1,1,105,1
1881,Shaw,1/26/2021,F,1,41,Private room,3,1 private bath,,1,171,1
1882,Union Station,1/2/2020,T,1,2,Entire home/apt,1,1 bath,1,1,79,2
1884,Union Station,2/13/2012,T,0.99,2,Entire home/apt,4,1 bath,1,2,136,2
1887,Capitol Hill,4/7/2021,F,0.97,11,Entire home/apt,4,1 bath,1,1,122,3
1888,Union Station,4/9/2021,T,0.97,1,Entire home/apt,3,1 bath,2,2,161,3
1889,Union Station,4/25/2015,T,1,1,Entire home/apt,6,1 bath,2,2,231,1
1890,Shaw,6/30/2015,T,1,1,Entire home/apt,4,2 baths,2,2,278,1
1891,Capitol Hill,10/3/2015,T,1,16,Entire home/apt,6,2 baths,2,4,377,2
1894,Union Station,3/25/2013,F,0.99,8001,Private room,4,1 bath,1,2,315,2
1895,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,253,31
1896,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,2 baths,2,3,403,31
1897,Capitol Hill,2/22/2016,T,1,1,Entire home/apt,4,1 bath,1,2,163,2
1898,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,2,302,31
1899,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,3,1 bath,1,2,224,2
1900,Capitol Hill,5/22/2016,T,0.92,1,Entire home/apt,3,1 bath,1,2,115,1
1901,Dupont Circle,8/2/2016,T,1,2,Entire home/apt,2,1 bath,1,1,145,3
1905,Union Station,4/2/2018,F,1,10,Entire home/apt,4,1 bath,2,3,249,3
1906,Dupont Circle,3/17/2014,F,1,3,NA,2,1 bath,1,1,151,2
1908,Dupont Circle,10/16/2014,T,1,4,Entire home/apt,5,2 baths,2,3,230,1
1911,Shaw,12/22/2013,T,0.75,1,Entire home/apt,6,1.5 baths,3,3,379,3
1912,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,6,1 bath,2,3,147,31
1913,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,147,31
1914,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,5,1 bath,2,3,162,31
1916,Dupont Circle,6/8/2015,T,0.98,3,Entire home/apt,2,1 bath,,2,136,1
1919,Dupont Circle,1/18/2015,T,0.99,1,Entire home/apt,5,1 bath,2,3,227,1
1921,Union Station,7/29/2015,F,0.99,339,Entire home/apt,9,2.5 baths,4,6,421,2
1922,Georgetown,11/6/2015,F,,1,Entire home/apt,6,1.5 baths,2,4,238,31
1923,Foggy Bottom,12/16/2016,F,0.97,5607,Entire home/apt,2,1 bath,1,1,270,32
1924,Dupont Circle,5/10/2021,T,0.99,1,Entire home/apt,3,1 bath,1,2,182,2
1925,Union Station,6/4/2012,T,1,1,Entire home/apt,4,1 bath,1,2,130,1
1926,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,230,31
1928,Union Station,5/7/2019,T,0.98,17,Entire home/apt,10,3 baths,3,4,284,2
1929,Union Station,5/7/2019,T,0.98,17,Entire home/apt,10,3 baths,3,4,392,2
1930,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,5,3.5 baths,3,3,333,31
1932,Shaw,5/17/2021,T,0.99,2,Entire home/apt,4,1 bath,1,2,217,2
1937,Capitol Hill,12/6/2017,T,1,2,Entire home/apt,3,1 bath,1,2,108,1
1938,Union Station,9/11/2015,T,0.99,1,Entire home/apt,5,1 bath,1,3,149,2
1940,Shaw,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,2,153,1
1943,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,3,1.5 baths,1,1,139,31
1944,Union Station,7/22/2013,F,0.24,221,Entire home/apt,4,2 baths,2,2,209,31
1945,Shaw,7/22/2013,F,0.24,221,Entire home/apt,2,1 bath,1,1,127,31
1946,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,3,1 bath,1,1,106,31
1947,Georgetown,9/20/2014,T,1,16,Entire home/apt,4,1 bath,2,2,176,1
1948,Union Station,2/23/2015,T,1,1,Entire home/apt,6,1 bath,2,3,201,2
1950,Shaw,1/24/2019,F,1,6,Entire home/apt,10,2 baths,5,5,633,1
1951,Shaw,1/24/2019,F,1,6,Shared room,2,2 shared baths,,1,117,1
1953,Union Station,9/23/2016,T,,27,Entire home/apt,11,2.5 baths,4,5,512,1
1954,Union Station,4/6/2011,T,0.99,193,Entire home/apt,2,1 bath,1,1,176,2
1955,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,4,1 bath,1,1,279,1
1956,Dupont Circle,4/3/2016,T,1,1,NA,4,1 bath,1,2,221,1
1957,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,3,1 bath,1,1,145,31
1959,Capitol Hill,6/5/2021,T,0.99,1,Entire home/apt,4,1 bath,1,2,190,2
1960,Shaw,1/24/2019,F,1,6,Shared room,2,2 shared baths,,1,117,1
1961,Shaw,1/24/2019,F,1,6,Shared room,2,2 shared baths,,1,117,1
1962,Shaw,1/24/2019,F,1,6,Shared room,2,2 shared baths,,1,117,1
1963,Shaw,1/24/2019,F,1,6,Shared room,2,2 shared baths,,1,117,1
1965,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,88,31
1966,Union Station,7/10/2014,T,1,1,Entire home/apt,2,1 bath,1,1,155,2
1968,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,5,1 bath,2,2,330,2
1970,Shaw,2/16/2015,T,1,5,Entire home/apt,4,1 bath,1,1,178,1
1973,Union Station,5/21/2021,F,0.88,3,Entire home/apt,4,1 bath,1,2,100,31
1974,Dupont Circle,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,272,31
1975,Capitol Hill,6/17/2013,T,0.95,2,Entire home/apt,3,1 bath,1,1,190,3
1977,Shaw,6/16/2021,T,0.99,1,Entire home/apt,6,1 bath,2,2,213,1
1980,Shaw,8/18/2019,T,0.99,1,Entire home/apt,2,1 bath,1,1,159,2
1985,Union Station,8/3/2016,F,,1,Entire home/apt,3,1 bath,,1,86,2
1988,Union Station,12/23/2014,F,0.99,2244,Private room,8,2 baths,2,4,703,1
1989,Union Station,11/27/2016,T,0.99,1,Entire home/apt,2,1 bath,1,1,95,2
1991,Capitol Hill,8/29/2013,T,0.96,2,Entire home/apt,6,2.5 baths,3,3,453,1
1993,Dupont Circle,4/6/2018,F,0.83,11,Entire home/apt,4,1 bath,1,2,105,31
1995,Dupont Circle,7/5/2021,F,,1,Entire home/apt,4,1 bath,1,2,149,31
1997,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,8,3 baths,4,4,823,2
1998,Dupont Circle,8/26/2019,T,0.98,21,Entire home/apt,9,3 baths,4,5,1107,2
2000,Capitol Hill,5/5/2016,T,1,2,Entire home/apt,4,1 bath,1,2,120,31
2002,Capitol Hill,3/16/2012,T,0.97,1,Entire home/apt,4,1 bath,1,2,210,3
2003,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,2,79,31
2006,Shaw,6/17/2017,T,0.89,1,Entire home/apt,3,1 bath,1,2,170,2
2007,Dupont Circle,4/6/2018,F,0.83,11,Entire home/apt,2,1 bath,1,1,88,31
2010,Union Station,8/5/2014,T,0.97,6,Entire home/apt,4,1 bath,1,2,176,2
2011,Shaw,6/18/2012,F,1,1,Entire home/apt,2,1 bath,1,1,163,28
2012,Capitol Hill,7/7/2018,F,0.99,1,Entire home/apt,4,1 bath,1,2,122,3
2014,Dupont Circle,7/22/2013,F,0.24,221,Entire home/apt,3,1 bath,1,1,120,31
2015,Capitol Hill,5/14/2014,F,,4,Entire home/apt,2,1 bath,1,1,120,31
2017,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,2,1 bath,1,1,99,31
2018,Dupont Circle,4/27/2016,F,0.81,44,Entire home/apt,4,1 bath,2,2,110,31
2019,Capitol Hill,7/29/2015,F,0.99,339,Entire home/apt,2,1 bath,1,1,103,31
2023,Union Station,8/5/2021,T,0.99,1,Entire home/apt,4,1 bath,2,3,257,2
2025,Capitol Hill,2/12/2020,T,0.99,1,Entire home/apt,6,1 bath,2,3,304,2
2026,Shaw,9/15/2014,T,0.96,3,Entire home/apt,2,1 bath,1,2,167,5
2027,Shaw,7/29/2015,F,0.99,339,Entire home/apt,6,2 baths,2,3,236,31
2028,Capitol Hill,8/14/2020,F,,1,Entire home/apt,4,1 bath,2,2,271,31
2029,Shaw,8/16/2020,F,0.99,4,Entire home/apt,5,1 bath,2,3,213,1
2032,Capitol Hill,5/11/2015,T,0.98,27,Entire home/apt,4,2 baths,2,2,254,4
2033,Union Station,5/18/2013,F,0.76,3,Entire home/apt,3,1 bath,1,1,102,2
2034,Georgetown,5/14/2012,T,0.99,3,Entire home/apt,2,1 bath,1,1,117,2
2035,Union Station,7/10/2014,F,1,8,Entire home/apt,2,1 bath,1,1,108,14
2036,Union Station,11/21/2020,T,0.78,2,Entire home/apt,1,1 bath,,1,130,5
2037,Union Station,10/15/2015,T,0.98,1,Entire home/apt,6,1 bath,2,3,208,1
2038,Capitol Hill,10/15/2018,T,0.95,2,Entire home/apt,2,1 bath,1,1,125,2
2040,Union Station,9/5/2012,T,0.97,1,Entire home/apt,3,1 bath,1,2,85,3
2042,Dupont Circle,10/15/2015,T,0.98,284,Entire home/apt,8,2 baths,3,4,273,3
2044,Union Station,5/29/2012,T,1,4,Entire home/apt,4,1 bath,,2,126,1
2045,Union Station,8/30/2021,F,0.94,2,Entire home/apt,6,2.5 baths,2,4,331,31
2046,Dupont Circle,2/6/2015,T,1,2,Entire home/apt,2,1 bath,1,1,230,3
2047,Dupont Circle,8/13/2013,F,0.99,196,Entire home/apt,6,2 baths,3,3,460,7
2048,Dupont Circle,8/13/2013,F,0.99,196,Entire home/apt,6,3 baths,3,3,309,7
2049,Capitol Hill,9/1/2021,T,1,1,Entire home/apt,4,1 bath,2,3,173,3
2050,Capitol Hill,8/21/2016,T,1,1,Entire home/apt,4,1 bath,2,2,296,2
2051,Union Station,6/1/2021,T,1,2,Entire home/apt,15,3.5 baths,4,6,636,2
2054,Capitol Hill,5/16/2011,T,0.95,1,Entire home/apt,2,1 bath,,1,75,1
2057,Capitol Hill,4/7/2021,F,0.97,11,Entire home/apt,6,2 baths,2,3,253,3
2058,Georgetown,5/18/2009,F,0.99,164,Entire home/apt,4,2 baths,2,2,189,31
2059,Capitol Hill,5/11/2015,T,0.98,27,Entire home/apt,6,4 baths,4,4,347,4
2060,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,180,1
2061,Dupont Circle,10/8/2018,F,0.99,83,Private room,2,1 bath,,1,219,1
